DATE,GAS
26-01-2015,1.982
02-02-2015,2.013
09-02-2015,2.133
16-02-2015,2.206
23-02-2015,2.256
02-03-2015,2.360
09-03-2015,2.367
16-03-2015,2.339
23-03-2015,2.347
30-03-2015,2.348
06-04-2015,2.315
13-04-2015,2.317
20-04-2015,2.393
27-04-2015,2.451
04-05-2015,2.517
11-05-2015,2.547
18-05-2015,2.604
25-05-2015,2.642
01-06-2015,2.656
08-06-2015,2.668
15-06-2015,2.744
22-06-2015,2.720
29-06-2015,2.713
06-07-2015,2.702
13-07-2015,2.694
20-07-2015,2.661
27-07-2015,2.605
03-08-2015,2.555
10-08-2015,2.505
17-08-2015,2.608
24-08-2015,2.534
31-08-2015,2.406
07-09-2015,2.337
14-09-2015,2.280
21-09-2015,2.237
28-09-2015,2.246
05-10-2015,2.252
12-10-2015,2.283
19-10-2015,2.220
26-10-2015,2.166
02-11-2015,2.170
09-11-2015,2.172
16-11-2015,2.110
23-11-2015,2.015
30-11-2015,1.974
07-12-2015,1.969
14-12-2015,1.953
21-12-2015,1.929
28-12-2015,1.933
04-01-2016,1.922
11-01-2016,1.888
18-01-2016,1.810
25-01-2016,1.752
01-02-2016,1.729
08-02-2016,1.663
15-02-2016,1.638
22-02-2016,1.661
29-02-2016,1.715
07-03-2016,1.782
14-03-2016,1.888
21-03-2016,1.935
28-03-2016,1.976
04-04-2016,1.994
11-04-2016,1.981
18-04-2016,2.053
25-04-2016,2.080
02-05-2016,2.168
09-05-2016,2.143
16-05-2016,2.170
23-05-2016,2.235
30-05-2016,2.281
06-06-2016,2.328
13-06-2016,2.343
20-06-2016,2.290
27-06-2016,2.250
04-07-2016,2.205
11-07-2016,2.171
18-07-2016,2.148
25-07-2016,2.105
01-08-2016,2.091
08-08-2016,2.087
15-08-2016,2.096
22-08-2016,2.136
29-08-2016,2.187
05-09-2016,2.170
12-09-2016,2.138
19-09-2016,2.170
26-09-2016,2.166
03-10-2016,2.184
10-10-2016,2.216
17-10-2016,2.198
24-10-2016,2.175
31-10-2016,2.159
07-11-2016,2.157
14-11-2016,2.105
21-11-2016,2.078
28-11-2016,2.079
05-12-2016,2.137
12-12-2016,2.174
19-12-2016,2.203
26-12-2016,2.254
02-01-2017,2.319
09-01-2017,2.328
16-01-2017,2.298
23-01-2017,2.258
30-01-2017,2.224
06-02-2017,2.221
13-02-2017,2.228
20-02-2017,2.224
27-02-2017,2.233
06-03-2017,2.264
13-03-2017,2.242
20-03-2017,2.238
27-03-2017,2.228
03-04-2017,2.281
10-04-2017,2.351
17-04-2017,2.356
24-04-2017,2.372
01-05-2017,2.331
08-05-2017,2.288
15-05-2017,2.283
22-05-2017,2.306
29-05-2017,2.308
05-06-2017,2.325
12-06-2017,2.276
19-06-2017,2.224
26-06-2017,2.201
03-07-2017,2.163
10-07-2017,2.210
17-07-2017,2.188
24-07-2017,2.224
31-07-2017,2.269
07-08-2017,2.290
14-08-2017,2.301
21-08-2017,2.273
28-08-2017,2.322
04-09-2017,2.604
11-09-2017,2.610
18-09-2017,2.559
25-09-2017,2.508
02-10-2017,2.493
09-10-2017,2.426
16-10-2017,2.413
23-10-2017,2.406
30-10-2017,2.410
06-11-2017,2.468
13-11-2017,2.504
20-11-2017,2.480
27-11-2017,2.444
04-12-2017,2.410
11-12-2017,2.401
18-12-2017,2.358
25-12-2017,2.384
01-01-2018,2.436
08-01-2018,2.429
15-01-2018,2.473
22-01-2018,2.482
29-01-2018,2.516
05-02-2018,2.544
12-02-2018,2.511
19-02-2018,2.455
26-02-2018,2.442
05-03-2018,2.462
12-03-2018,2.455
19-03-2018,2.494
26-03-2018,2.541
02-04-2018,2.592
09-04-2018,2.587
16-04-2018,2.644
23-04-2018,2.696
30-04-2018,2.741
07-05-2018,2.733
14-05-2018,2.786
21-05-2018,2.834
28-05-2018,2.877
04-06-2018,2.849
11-06-2018,2.822
18-06-2018,2.790
25-06-2018,2.745
02-07-2018,2.762
09-07-2018,2.774
16-07-2018,2.790
23-07-2018,2.754
30-07-2018,2.772
06-08-2018,2.781
13-08-2018,2.774
20-08-2018,2.755
27-08-2018,2.761
03-09-2018,2.759
10-09-2018,2.765
17-09-2018,2.771
24-09-2018,2.779
01-10-2018,2.796
08-10-2018,2.829
15-10-2018,2.806
22-10-2018,2.763
29-10-2018,2.732
05-11-2018,2.670
12-11-2018,2.604
19-11-2018,2.525
26-11-2018,2.445
03-12-2018,2.350
10-12-2018,2.325
17-12-2018,2.268
24-12-2018,2.216
31-12-2018,2.156
07-01-2019,2.128
14-01-2019,2.143
21-01-2019,2.147
28-01-2019,2.162
04-02-2019,2.162
11-02-2019,2.187
18-02-2019,2.230
25-02-2019,2.311
04-03-2019,2.352
11-03-2019,2.399
18-03-2019,2.477
25-03-2019,2.544
01-04-2019,2.611
08-04-2019,2.650
15-04-2019,2.725
22-04-2019,2.723
29-04-2019,2.761
06-05-2019,2.771
13-05-2019,2.735
20-05-2019,2.723
27-05-2019,2.696
03-06-2019,2.691
10-06-2019,2.620
17-06-2019,2.553
24-06-2019,2.541
01-07-2019,2.608
08-07-2019,2.644
15-07-2019,2.682
22-07-2019,2.653
29-07-2019,2.615
05-08-2019,2.588
12-08-2019,2.524
19-08-2019,2.501
26-08-2019,2.471
02-09-2019,2.461
09-09-2019,2.450
16-09-2019,2.454
23-09-2019,2.561
30-09-2019,2.518
07-10-2019,2.513
14-10-2019,2.495
21-10-2019,2.512
28-10-2019,2.469
04-11-2019,2.485
11-11-2019,2.493
18-11-2019,2.473
25-11-2019,2.469
02-12-2019,2.485
09-12-2019,2.478
16-12-2019,2.448
23-12-2019,2.447
30-12-2019,2.488
06-01-2020,2.494
13-01-2020,2.482
20-01-2020,2.448
27-01-2020,2.412
03-02-2020,2.358
10-02-2020,2.324
17-02-2020,2.337
24-02-2020,2.373
02-03-2020,2.324
09-03-2020,2.272
16-03-2020,2.139
23-03-2020,2.007
30-03-2020,1.886
06-04-2020,1.800
13-04-2020,1.735
20-04-2020,1.694
27-04-2020,1.655
04-05-2020,1.680
11-05-2020,1.750
18-05-2020,1.776
25-05-2020,1.870
01-06-2020,1.883
08-06-2020,1.947
15-06-2020,2.017
22-06-2020,2.048
29-06-2020,2.094
06-07-2020,2.100
13-07-2020,2.113
20-07-2020,2.099
27-07-2020,2.085
03-08-2020,2.085
10-08-2020,2.078
17-08-2020,2.077
24-08-2020,2.090
31-08-2020,2.135
07-09-2020,2.122
14-09-2020,2.091
21-09-2020,2.078
28-09-2020,2.088
05-10-2020,2.091
12-10-2020,2.084
19-10-2020,2.064
26-10-2020,2.053
02-11-2020,2.021
09-11-2020,2.004
16-11-2020,2.018
23-11-2020,2.009
30-11-2020,2.022
07-12-2020,2.063
14-12-2020,2.063
21-12-2020,2.137
28-12-2020,2.158
04-01-2021,2.160
11-01-2021,2.232
18-01-2021,2.285
25-01-2021,2.298
01-02-2021,2.316
08-02-2021,2.372
15-02-2021,2.409
22-02-2021,2.549
01-03-2021,2.625
08-03-2021,2.684
15-03-2021,2.766
22-03-2021,2.780
29-03-2021,2.771
05-04-2021,2.777
12-04-2021,2.763
19-04-2021,2.767
26-04-2021,2.776
03-05-2021,2.790
10-05-2021,2.860
17-05-2021,2.928
24-05-2021,2.920
31-05-2021,2.927
07-06-2021,2.935
14-06-2021,2.970
21-06-2021,2.961
28-06-2021,2.990
05-07-2021,3.032
12-07-2021,3.039
19-07-2021,3.061
26-07-2021,3.044
02-08-2021,3.059
09-08-2021,3.081
16-08-2021,3.079
23-08-2021,3.048
30-08-2021,3.041
06-09-2021,3.080
13-09-2021,3.068
20-09-2021,3.094
27-09-2021,3.080
04-10-2021,3.093
11-10-2021,3.173
18-10-2021,3.225
25-10-2021,3.279
01-11-2021,3.280
08-11-2021,3.294
15-11-2021,3.277
22-11-2021,3.271
29-11-2021,3.253
06-12-2021,3.204
13-12-2021,3.178
20-12-2021,3.154
27-12-2021,3.136
03-01-2022,3.141
10-01-2022,3.164
17-01-2022,3.182
24-01-2022,3.199
31-01-2022,3.249
07-02-2022,3.330
14-02-2022,3.372
21-02-2022,3.410
28-02-2022,3.486
07-03-2022,3.963
14-03-2022,4.180
21-03-2022,4.091
28-03-2022,4.078
04-04-2022,4.021
11-04-2022,3.943
18-04-2022,3.915
25-04-2022,3.959
02-05-2022,4.031
09-05-2022,4.161
16-05-2022,4.320
23-05-2022,4.410
30-05-2022,4.439
06-06-2022,4.702
13-06-2022,4.844
20-06-2022,4.798
27-06-2022,4.710
04-07-2022,4.619
11-07-2022,4.501
18-07-2022,4.350
25-07-2022,4.183
01-08-2022,4.034
08-08-2022,3.879
15-08-2022,3.780
22-08-2022,3.724
29-08-2022,3.691
05-09-2022,3.617
12-09-2022,3.551
19-09-2022,3.513
26-09-2022,3.569
03-10-2022,3.592
10-10-2022,3.723
17-10-2022,3.692
24-10-2022,3.609
31-10-2022,3.570
07-11-2022,3.628
14-11-2022,3.606
21-11-2022,3.498
28-11-2022,3.389
05-12-2022,3.260
12-12-2022,3.109
19-12-2022,2.994
26-12-2022,2.971
02-01-2023,3.123
09-01-2023,3.167
16-01-2023,3.225
23-01-2023,3.340
30-01-2023,3.417
06-02-2023,3.362
13-02-2023,3.311
20-02-2023,3.293
27-02-2023,3.250
06-03-2023,3.288
13-03-2023,3.350
20-03-2023,3.321
27-03-2023,3.304
03-04-2023,3.384
10-04-2023,3.493
17-04-2023,3.553
24-04-2023,3.542
01-05-2023,3.480
08-05-2023,3.407
15-05-2023,3.415
22-05-2023,3.416
29-05-2023,3.443
05-06-2023,3.414
12-06-2023,3.475
19-06-2023,3.449
26-06-2023,3.445
03-07-2023,3.397
10-07-2023,3.420
17-07-2023,3.438
24-07-2023,3.479
31-07-2023,3.650
07-08-2023,3.731
14-08-2023,3.746
21-08-2023,3.746
28-08-2023,3.684
04-09-2023,3.680
11-09-2023,3.692
18-09-2023,3.724
25-09-2023,3.663
02-10-2023,3.598
09-10-2023,3.506
16-10-2023,3.404
23-10-2023,3.369
30-10-2023,3.320
06-11-2023,3.245
13-11-2023,3.212
20-11-2023,3.144
27-11-2023,3.088
04-12-2023,3.104
11-12-2023,3.014
18-12-2023,2.931
25-12-2023,3.005
01-01-2024,2.966
